Timestamp,Service,Message
2024-04-06 06:53:21,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 18403]
2024-04-06 06:53:24,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 07:08:47,systemd-logind,System is powering down.
2024-04-06 07:08:47,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 07:08:47,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-06 09:21:41,systemd-logind,New seat seat0.
2024-04-06 09:21:41,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-06 09:21:41,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-06 09:21:41,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-06 09:21:41,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-06 09:21:43,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 09:21:43,systemd-logind,New session c1 of user lightdm.
2024-04-06 09:21:43,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 09:21:43,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-04-06 09:21:43,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-04-06 09:21:52,lightdm,gkr-pam: unable to locate daemon control file
2024-04-06 09:21:52,lightdm,gkr-pam: stashed password to try later in open session
2024-04-06 09:21:52,systemd-logind,Removed session c1.
2024-04-06 09:21:52,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 09:21:52,systemd-logind,New session c2 of user eduardovitor.
2024-04-06 09:21:52,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 09:21:59,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-04-06 09:22:15,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.56 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-04-06 09:22:15,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 09:22:15,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-04-06 09:22:53,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 09:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 09:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 09:31:41,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 10:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 10:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 10:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 10:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 10:59:48,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 11:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 11:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 11:20:45,systemd-logind,System is powering down.
2024-04-06 11:20:45,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-06 14:17:35,systemd-logind,New seat seat0.
2024-04-06 14:17:35,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-06 14:17:35,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-06 14:17:35,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-06 14:17:35,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-06 14:17:36,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 14:17:36,systemd-logind,New session c1 of user lightdm.
2024-04-06 14:17:36,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 14:17:36,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-04-06 14:17:37,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-04-06 14:17:57,lightdm,gkr-pam: unable to locate daemon control file
2024-04-06 14:17:57,lightdm,gkr-pam: stashed password to try later in open session
2024-04-06 14:17:57,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 14:17:57,systemd-logind,Removed session c1.
2024-04-06 14:17:57,systemd-logind,New session c2 of user eduardovitor.
2024-04-06 14:17:57,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 14:18:02,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-04-06 14:18:12,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.56 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-04-06 14:18:12,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 14:18:12,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-04-06 14:21:12,gnome-keyring-daemon,couldn't access control socket: /run/user/1000/keyring/control: No such file or directory
2024-04-06 14:21:12,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 14:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 14:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 14:38:20,sudo,eduardovitor : TTY=pts/0 ; PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/sbin/openvpn Downloads/eduardovitor.ovpn
2024-04-06 14:38:20,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 15:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 15:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 15:29:11,systemd-logind,Watching system buttons on /dev/input/event17 (WI-C200 (AVRCP))
2024-04-06 15:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 15:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 16:03:40,systemd-logind,System is powering down.
2024-04-06 16:03:40,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-06 20:07:08,systemd-logind,New seat seat0.
2024-04-06 20:07:08,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-06 20:07:08,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-06 20:07:08,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-06 20:07:08,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-06 20:07:09,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 20:07:09,systemd-logind,New session c1 of user lightdm.
2024-04-06 20:07:09,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 20:07:09,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-04-06 20:07:10,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-04-06 20:07:26,lightdm,gkr-pam: unable to locate daemon control file
2024-04-06 20:07:26,lightdm,gkr-pam: stashed password to try later in open session
2024-04-06 20:07:26,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 20:07:26,systemd-logind,Removed session c1.
2024-04-06 20:07:26,systemd-logind,New session c2 of user eduardovitor.
2024-04-06 20:07:26,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 20:07:38,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-04-06 20:07:47,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.56 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-04-06 20:07:48,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 20:07:48,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-04-06 20:08:10,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 20:12:42,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 20:12:42,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 12055]
2024-04-06 20:12:43,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 20:12:43,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 11949]
2024-04-06 20:12:43,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 20:12:43,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 11522]
2024-04-06 20:12:43,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 20:12:43,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 12375]
2024-04-06 20:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 20:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 20:22:53,systemd-logind,Watching system buttons on /dev/input/event17 (WI-C200 (AVRCP))
2024-04-06 20:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 20:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 21:09:59,systemd-logind,System is powering down.
2024-04-06 21:09:59,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-06 21:14:47,systemd-logind,New seat seat0.
2024-04-06 21:14:47,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-06 21:14:47,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-06 21:14:47,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-06 21:14:47,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-06 21:14:48,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 21:14:48,systemd-logind,New session c1 of user lightdm.
2024-04-06 21:14:48,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-06 21:14:49,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-04-06 21:14:50,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-04-06 21:14:56,lightdm,gkr-pam: unable to locate daemon control file
2024-04-06 21:14:56,lightdm,gkr-pam: stashed password to try later in open session
2024-04-06 21:14:56,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 21:14:56,systemd-logind,Removed session c1.
2024-04-06 21:14:56,systemd-logind,New session c2 of user eduardovitor.
2024-04-06 21:14:56,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-06 21:15:00,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-04-06 21:15:21,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.56 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-04-06 21:15:23,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 21:15:23,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-04-06 21:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 21:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 21:17:04,systemd-logind,Watching system buttons on /dev/input/event17 (WI-C200 (AVRCP))
2024-04-06 21:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 21:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 22:00:05,gnome-keyring-daemon,couldn't access control socket: /run/user/1000/keyring/control: No such file or directory
2024-04-06 22:00:06,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 22:06:35,sudo,eduardovitor : TTY=pts/0 ; PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/local/bin/apt update
2024-04-06 22:06:35,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:06:57,sudo,pam_unix(sudo:session): session closed for user root
2024-04-06 22:08:26,sudo,eduardovitor : PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/lib/linuxmint/mintUpdate/dpkg_lock_check.sh
2024-04-06 22:08:26,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:08:26,sudo,pam_unix(sudo:session): session closed for user root
2024-04-06 22:08:28,sudo,eduardovitor : PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/lib/linuxmint/mintUpdate/synaptic-workaround.py enable
2024-04-06 22:08:28,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:08:28,sudo,pam_unix(sudo:session): session closed for user root
2024-04-06 22:08:36,polkitd(authority=local),Operator of unix-session:c2 successfully authenticated as unix-user:eduardovitor to gain TEMPORARY authorization for action com.ubuntu.pkexec.synaptic for unix-process:4716:318456 [mintUpdate] (owned by unix-user:eduardovitor)
2024-04-06 22:08:36,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:08:36,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/synaptic --hide-main-window --non-interactive --parent-window-id 58720269 -o Synaptic::closeZvt=true --set-selections-file /tmp/tmp7p8r5y5y]
2024-04-06 22:13:56,sudo,eduardovitor : PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/lib/linuxmint/mintUpdate/synaptic-workaround.py disable
2024-04-06 22:13:56,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:13:56,sudo,pam_unix(sudo:session): session closed for user root
2024-04-06 22:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 22:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 22:23:33,sudo,eduardovitor : PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/lib/linuxmint/mintUpdate/dpkg_lock_check.sh
2024-04-06 22:23:33,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:23:33,sudo,pam_unix(sudo:session): session closed for user root
2024-04-06 22:23:40,systemd-logind,Lid closed.
2024-04-06 22:27:42,systemd-logind,Lid opened.
2024-04-06 22:27:55,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-06 22:27:55,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:27:55,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 10231]
2024-04-06 22:27:55,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:27:55,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 8161]
2024-04-06 22:27:55,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-06 22:27:55,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 7065]
2024-04-06 22:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-06 22:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-06 22:32:43,systemd-logind,System is powering down.
2024-04-06 22:32:43,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-07 19:28:05,systemd-logind,New seat seat0.
2024-04-07 19:28:05,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-07 19:28:05,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-07 19:28:05,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-07 19:28:05,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-07 19:28:06,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-07 19:28:06,systemd-logind,New session c1 of user lightdm.
2024-04-07 19:28:06,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-07 19:28:06,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-04-07 19:28:07,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-04-07 19:28:41,lightdm,gkr-pam: unable to locate daemon control file
2024-04-07 19:28:41,lightdm,gkr-pam: stashed password to try later in open session
2024-04-07 19:28:41,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-07 19:28:41,systemd-logind,Removed session c1.
2024-04-07 19:28:41,systemd-logind,New session c2 of user eduardovitor.
2024-04-07 19:28:41,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-04-07 19:28:42,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-04-07 19:28:46,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.60 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-04-07 19:28:46,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-07 19:28:46,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-04-07 19:29:10,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-07 19:30:02,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-07 19:30:02,CRON,pam_unix(cron:session): session closed for user root
2024-04-07 19:47:39,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-07 20:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-07 20:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-07 20:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-07 20:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-07 20:58:47,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-07 21:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-07 21:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-07 21:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-07 21:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-07 21:36:06,systemd-logind,Lid closed.
2024-04-07 21:42:31,systemd-logind,Lid opened.
2024-04-07 21:42:44,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-07 21:57:39,systemd-logind,System is powering down.
2024-04-07 21:57:39,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.60, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-04-08 10:30:13,systemd-logind,New seat seat0.
2024-04-08 10:30:13,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-04-08 10:30:13,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-04-08 10:30:13,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-04-08 10:30:13,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-04-08 10:30:14,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-08 10:30:14,systemd-logind,New session c1 of user lightdm.
2024-04-08 10:30:14,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-04-08 10:30:14,lightdm,gkr-pam: gnome-keyring-daemon started properly
